Nombre Primario,Nombres Alternativos,Lanzamiento,Diseñador,Publicado por,Editor,Insert Designers,Categorias,Mecanismos,Familia,Jugadores,Tiempo de juego,Edad,Complejidad
PARKS,Parki PARKY Парки 國家公園：自然之旅,2019,Henry Audubon,Artist Fifty-Nine Parks Print Series,Travis D. Hill, Noah Adelman Bryce Cook,Animals Economic Environmental Travel,Mechanisms Contracts End Game Bonuses Events Modular Board Solo / Solitaire Game Track Movement Turn Order: Claim Action Variable Set-up Worker Placement,Components: Game Trayz Inside Components: Meeples (Animal) / Animeeples Components: Wooden pieces & boards Country: USA Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Misc: Made by Panda Players: Games with Solitaire Rules Series: PARKS Theme: Hiking Theme: Nature Theme: US National Parks,1–5,30–60 Min,10+,2.12 / 5 
